Id,Processor_Manufacturer,Processor,GPU_Manufacturer,Memory_Capacity,Memory_Type
445,AMD,Radeon HD 7750,Asus,1.00000,GDDR5
446,AMD,Radeon HD 7750,Club 3D,1.00000,GDDR5
447,AMD,Radeon HD 7750,Club 3D,2.00000,GDDR5
448,AMD,Radeon HD 7750,Diamond,1.00000,GDDR5
449,AMD,Radeon HD 7750,Gigabyte,1.00000,GDDR5
450,AMD,Radeon HD 7750,Gigabyte,2.00000,GDDR3
451,AMD,Radeon HD 7750,HIS,1.00000,GDDR5
452,AMD,Radeon HD 7750,HIS,2.00000,GDDR3
453,AMD,Radeon HD 7750,MSI,1.00000,GDDR5
454,AMD,Radeon HD 7750,MSI,2.00000,GDDR3
455,AMD,Radeon HD 7750,PowerColor,1.00000,GDDR3
456,AMD,Radeon HD 7750,PowerColor,1.00000,GDDR5
457,AMD,Radeon HD 7750,PowerColor,2.00000,GDDR3
458,AMD,Radeon HD 7750,PowerColor,2.00000,GDDR5
459,AMD,Radeon HD 7750,PowerColor,4.00000,GDDR3
460,AMD,Radeon HD 7750,Sapphire,1.00000,GDDR5
461,AMD,Radeon HD 7750,Sapphire,2.00000,GDDR3
462,AMD,Radeon HD 7750,VisionTek,1.00000,GDDR5
463,AMD,Radeon HD 7750,VisionTek,2.00000,GDDR5
464,AMD,Radeon HD 7750,XFX,1.00000,GDDR5
465,AMD,Radeon HD 7750,XFX,2.00000,GDDR3
466,AMD,Radeon HD 7770,Asus,1.00000,GDDR5
467,AMD,Radeon HD 7770,Asus,2.00000,GDDR5
468,AMD,Radeon HD 7770,Diamond,1.00000,GDDR5
469,AMD,Radeon HD 7770,Gigabyte,1.00000,GDDR5
470,AMD,Radeon HD 7770,HIS,1.00000,GDDR5
471,AMD,Radeon HD 7770,MSI,1.00000,GDDR5
472,AMD,Radeon HD 7770,PowerColor,1.00000,GDDR5
473,AMD,Radeon HD 7770,Sapphire,1.00000,GDDR5
474,AMD,Radeon HD 7770,VisionTek,1.00000,GDDR5
475,AMD,Radeon HD 7770,XFX,1.00000,GDDR5
476,AMD,Radeon HD 7790,Asus,1.00000,GDDR5
477,AMD,Radeon HD 7790,Gigabyte,1.00000,GDDR5
478,AMD,Radeon HD 7790,Gigabyte,2.00000,GDDR5
479,AMD,Radeon HD 7790,HIS,1.00000,GDDR5
480,AMD,Radeon HD 7790,MSI,1.00000,GDDR5
481,AMD,Radeon HD 7790,MSI,2.00000,GDDR5
482,AMD,Radeon HD 7790,PowerColor,1.00000,GDDR5
483,AMD,Radeon HD 7790,Sapphire,1.00000,GDDR5
484,AMD,Radeon HD 7790,XFX,1.00000,GDDR5
485,AMD,Radeon HD 7790,XFX,2.00000,GDDR5
486,AMD,Radeon HD 7850,Asus,1.00000,GDDR5
487,AMD,Radeon HD 7850,Asus,2.00000,GDDR5
488,AMD,Radeon HD 7850,Diamond,2.00000,GDDR5
489,AMD,Radeon HD 7850,Gigabyte,1.00000,GDDR5
490,AMD,Radeon HD 7850,Gigabyte,2.00000,GDDR5
491,AMD,Radeon HD 7850,HIS,1.00000,GDDR5
492,AMD,Radeon HD 7850,HIS,2.00000,GDDR5
493,AMD,Radeon HD 7850,HIS,4.00000,GDDR5
494,AMD,Radeon HD 7850,HP,2.00000,GDDR5
495,AMD,Radeon HD 7850,MSI,1.00000,GDDR5
496,AMD,Radeon HD 7850,MSI,2.00000,GDDR5
497,AMD,Radeon HD 7850,PowerColor,1.00000,GDDR5
498,AMD,Radeon HD 7850,PowerColor,2.00000,GDDR5
499,AMD,Radeon HD 7850,Sapphire,1.00000,GDDR5
500,AMD,Radeon HD 7850,Sapphire,2.00000,GDDR5
501,AMD,Radeon HD 7850,VisionTek,2.00000,GDDR5
502,AMD,Radeon HD 7850,XFX,1.00000,GDDR5
503,AMD,Radeon HD 7850,XFX,2.00000,GDDR5
504,AMD,Radeon HD 7870,Asus,2.00000,GDDR5
505,AMD,Radeon HD 7870,Club 3D,2.00000,GDDR5
506,AMD,Radeon HD 7870,Diamond,2.00000,GDDR5
507,AMD,Radeon HD 7870,Gigabyte,2.00000,GDDR5
508,AMD,Radeon HD 7870,HIS,2.00000,GDDR5
509,AMD,Radeon HD 7870,HP,2.00000,GDDR5
510,AMD,Radeon HD 7870,MSI,2.00000,GDDR5
511,AMD,Radeon HD 7870,PowerColor,2.00000,GDDR5
512,AMD,Radeon HD 7870,Sapphire,2.00000,GDDR5
513,AMD,Radeon HD 7870,VisionTek,2.00000,GDDR5
514,AMD,Radeon HD 7870,XFX,2.00000,GDDR5
515,AMD,Radeon HD 7950,Asus,3.00000,GDDR5
516,AMD,Radeon HD 7950,Gigabyte,3.00000,GDDR5
517,AMD,Radeon HD 7950,HIS,3.00000,GDDR5
518,AMD,Radeon HD 7950,HP,3.00000,GDDR5
519,AMD,Radeon HD 7950,MSI,3.00000,GDDR5
520,AMD,Radeon HD 7950,PowerColor,3.00000,GDDR5
521,AMD,Radeon HD 7950,Sapphire,3.00000,GDDR5
522,AMD,Radeon HD 7950,VisionTek,3.00000,GDDR5
523,AMD,Radeon HD 7950,XFX,3.00000,GDDR5
524,AMD,Radeon HD 7970,Asus,3.00000,GDDR5
525,AMD,Radeon HD 7970,Club 3D,3.00000,GDDR5
526,AMD,Radeon HD 7970,Diamond,3.00000,GDDR5
527,AMD,Radeon HD 7970,Gigabyte,3.00000,GDDR5
528,AMD,Radeon HD 7970,HIS,3.00000,GDDR5
529,AMD,Radeon HD 7970,HP,3.00000,GDDR5
530,AMD,Radeon HD 7970,MSI,3.00000,GDDR5
531,AMD,Radeon HD 7970,PowerColor,3.00000,GDDR5
532,AMD,Radeon HD 7970,Sapphire,3.00000,GDDR5
533,AMD,Radeon HD 7970,Sapphire,6.00000,GDDR5
534,AMD,Radeon HD 7970,VisionTek,3.00000,GDDR5
535,AMD,Radeon HD 7970,XFX,3.00000,GDDR5
536,AMD,Radeon HD 7990,Asus,6.00000,GDDR5
537,AMD,Radeon HD 7990,HIS,6.00000,GDDR5
538,AMD,Radeon HD 7990,PowerColor,6.00000,GDDR5
539,AMD,Radeon HD 7990,Sapphire,6.00000,GDDR5
540,AMD,Radeon HD 7990,XFX,6.00000,GDDR5
541,AMD,Radeon Pro Duo,AMD,32.00000,GDDR5
542,AMD,Radeon Pro Duo,Sapphire,8.00000,HBM
543,AMD,Radeon Pro Duo,XFX,8.00000,HBM
544,AMD,Radeon Pro SSG,AMD,16.00000,HBM2
545,AMD,Radeon Pro WX 2100,AMD,2.00000,GDDR5
546,AMD,Radeon Pro WX 3100,AMD,4.00000,GDDR5
547,AMD,Radeon Pro WX 4100,AMD,4.00000,GDDR5
548,AMD,Radeon Pro WX 5100,AMD,8.00000,GDDR5
549,AMD,Radeon Pro WX 7100,AMD,8.00000,GDDR5
550,AMD,Radeon Pro WX 9100,AMD,16.00000,HBM2
551,AMD,Radeon R5 230,Asus,1.00000,GDDR3
552,AMD,Radeon R5 230,Asus,2.00000,GDDR3
553,AMD,Radeon R5 230,Club 3D,1.00000,GDDR3
554,AMD,Radeon R5 230,Diamond,1.00000,GDDR3
555,AMD,Radeon R5 230,Gigabyte,1.00000,GDDR3
556,AMD,Radeon R5 230,MSI,1.00000,GDDR3
557,AMD,Radeon R5 230,MSI,2.00000,GDDR3
558,AMD,Radeon R5 230,PowerColor,1.00000,GDDR3
559,AMD,Radeon R5 230,PowerColor,2.00000,GDDR3
560,AMD,Radeon R5 230,Sapphire,1.00000,GDDR3
561,AMD,Radeon R5 230,Sapphire,2.00000,GDDR3
562,AMD,Radeon R5 230,XFX,1.00000,GDDR3
563,AMD,Radeon R5 230,XFX,2.00000,GDDR3
564,AMD,Radeon R7 240,Asus,1.00000,GDDR3
565,AMD,Radeon R7 240,Asus,2.00000,GDDR3
566,AMD,Radeon R7 240,Asus,2.00000,GDDR5
567,AMD,Radeon R7 240,Asus,4.00000,GDDR3
568,AMD,Radeon R7 240,Asus,4.00000,GDDR5
569,AMD,Radeon R7 240,Diamond,1.00000,GDDR5
570,AMD,Radeon R7 240,Diamond,2.00000,GDDR3
571,AMD,Radeon R7 240,Gigabyte,2.00000,GDDR3
572,AMD,Radeon R7 240,HIS,1.00000,GDDR5
573,AMD,Radeon R7 240,HIS,2.00000,GDDR3
574,AMD,Radeon R7 240,HIS,4.00000,GDDR3
575,AMD,Radeon R7 240,MSI,2.00000,GDDR3
576,AMD,Radeon R7 240,MSI,4.00000,GDDR3
577,AMD,Radeon R7 240,PowerColor,1.00000,GDDR3
578,AMD,Radeon R7 240,PowerColor,2.00000,GDDR3
579,AMD,Radeon R7 240,PowerColor,4.00000,GDDR3
580,AMD,Radeon R7 240,Sapphire,1.00000,GDDR3
581,AMD,Radeon R7 240,Sapphire,1.00000,GDDR5
582,AMD,Radeon R7 240,Sapphire,2.00000,GDDR3
583,AMD,Radeon R7 240,Sapphire,4.00000,GDDR3
584,AMD,Radeon R7 240,VisionTek,2.00000,GDDR3
585,AMD,Radeon R7 240,VTX3D,2.00000,GDDR3
586,AMD,Radeon R7 240,VTX3D,4.00000,GDDR3
587,AMD,Radeon R7 240,XFX,1.00000,GDDR3
588,AMD,Radeon R7 240,XFX,2.00000,GDDR3
589,AMD,Radeon R7 240,XFX,4.00000,GDDR3
590,AMD,Radeon R7 250,Asus,1.00000,GDDR5
591,AMD,Radeon R7 250,Asus,2.00000,GDDR3
592,AMD,Radeon R7 250,Asus,2.00000,GDDR5
593,AMD,Radeon R7 250,Club 3D,1.00000,GDDR5
594,AMD,Radeon R7 250,Club 3D,2.00000,GDDR3
595,AMD,Radeon R7 250,Diamond,1.00000,GDDR5
596,AMD,Radeon R7 250,Gigabyte,1.00000,GDDR5
597,AMD,Radeon R7 250,Gigabyte,2.00000,GDDR3
598,AMD,Radeon R7 250,Gigabyte,2.00000,GDDR5
599,AMD,Radeon R7 250,HIS,1.00000,GDDR5
600,AMD,Radeon R7 250,HIS,2.00000,GDDR3
601,AMD,Radeon R7 250,MSI,1.00000,GDDR5
602,AMD,Radeon R7 250,MSI,2.00000,GDDR3
603,AMD,Radeon R7 250,PowerColor,1.00000,GDDR5
604,AMD,Radeon R7 250,PowerColor,2.00000,GDDR3
605,AMD,Radeon R7 250,PowerColor,2.00000,GDDR5
606,AMD,Radeon R7 250,Sapphire,1.00000,GDDR5
607,AMD,Radeon R7 250,Sapphire,2.00000,GDDR3
608,AMD,Radeon R7 250,Sapphire,2.00000,GDDR5
609,AMD,Radeon R7 250,Sapphire,4.00000,GDDR3
610,AMD,Radeon R7 250,VisionTek,1.00000,GDDR5
611,AMD,Radeon R7 250,VTX3D,2.00000,GDDR3
612,AMD,Radeon R7 250,XFX,1.00000,GDDR5
613,AMD,Radeon R7 250,XFX,2.00000,GDDR3
614,AMD,Radeon R7 250,XFX,4.00000,GDDR3
615,AMD,Radeon R7 250E,Sapphire,1.00000,GDDR5
616,AMD,Radeon R7 250E,Sapphire,2.00000,GDDR5
617,AMD,Radeon R7 250E,Sapphire,4.00000,GDDR3
618,AMD,Radeon R7 250X,Asus,1.00000,GDDR5
619,AMD,Radeon R7 250X,Asus,2.00000,GDDR5
620,AMD,Radeon R7 250X,Gigabyte,1.00000,GDDR5
621,AMD,Radeon R7 250X,Gigabyte,2.00000,GDDR5
622,AMD,Radeon R7 250X,HIS,1.00000,GDDR5
623,AMD,Radeon R7 250X,MSI,1.00000,GDDR5
624,AMD,Radeon R7 250X,MSI,2.00000,GDDR5
625,AMD,Radeon R7 250X,PowerColor,1.00000,GDDR5
626,AMD,Radeon R7 250X,PowerColor,2.00000,GDDR5
627,AMD,Radeon R7 250X,Sapphire,1.00000,GDDR5
628,AMD,Radeon R7 250X,XFX,1.00000,GDDR5
629,AMD,Radeon R7 250X,XFX,2.00000,GDDR3
630,AMD,Radeon R7 250X,XFX,2.00000,GDDR5
631,AMD,Radeon R7 260,Asus,1.00000,GDDR5
632,AMD,Radeon R7 260,MSI,1.00000,GDDR5
633,AMD,Radeon R7 260X,Asus,1.00000,GDDR5
634,AMD,Radeon R7 260X,Asus,2.00000,GDDR5
635,AMD,Radeon R7 260X,Club 3D,2.00000,GDDR5
636,AMD,Radeon R7 260X,Gigabyte,1.00000,GDDR5
637,AMD,Radeon R7 260X,Gigabyte,2.00000,GDDR5
638,AMD,Radeon R7 260X,HIS,1.00000,GDDR5
639,AMD,Radeon R7 260X,HIS,2.00000,GDDR5
640,AMD,Radeon R7 260X,MSI,2.00000,GDDR5
641,AMD,Radeon R7 260X,PowerColor,1.00000,GDDR5
642,AMD,Radeon R7 260X,PowerColor,2.00000,GDDR5
643,AMD,Radeon R7 260X,Sapphire,1.00000,GDDR5
644,AMD,Radeon R7 260X,Sapphire,2.00000,GDDR5
645,AMD,Radeon R7 260X,VisionTek,2.00000,GDDR5
646,AMD,Radeon R7 260X,XFX,1.00000,GDDR5
647,AMD,Radeon R7 260X,XFX,2.00000,GDDR5
648,AMD,Radeon R7 265,Asus,2.00000,GDDR5
649,AMD,Radeon R7 265,Club 3D,2.00000,GDDR5
650,AMD,Radeon R7 265,Gigabyte,2.00000,GDDR5
651,AMD,Radeon R7 265,MSI,2.00000,GDDR5
652,AMD,Radeon R7 265,PowerColor,2.00000,GDDR5
653,AMD,Radeon R7 265,Sapphire,2.00000,GDDR5
654,AMD,Radeon R7 265,XFX,1.00000,GDDR5
655,AMD,Radeon R7 265,XFX,2.00000,GDDR5
656,AMD,Radeon R7 350,Gigabyte,2.00000,GDDR3
657,AMD,Radeon R7 350,Sapphire,2.00000,GDDR5
658,AMD,Radeon R7 360,Asus,2.00000,GDDR5
659,AMD,Radeon R7 360,Gigabyte,2.00000,GDDR5
660,AMD,Radeon R7 360,HIS,2.00000,GDDR5
661,AMD,Radeon R7 360,MSI,2.00000,GDDR5
662,AMD,Radeon R7 360,PowerColor,2.00000,GDDR5
663,AMD,Radeon R7 360,Sapphire,2.00000,GDDR5
664,AMD,Radeon R7 360,VTX3D,2.00000,GDDR5
665,AMD,Radeon R7 360,XFX,2.00000,GDDR5
666,AMD,Radeon R7 370,Asus,2.00000,GDDR5
667,AMD,Radeon R7 370,Asus,4.00000,GDDR5
668,AMD,Radeon R7 370,Club 3D,2.00000,GDDR5
669,AMD,Radeon R7 370,Gigabyte,2.00000,GDDR5
670,AMD,Radeon R7 370,Gigabyte,4.00000,GDDR5
671,AMD,Radeon R7 370,MSI,2.00000,GDDR5
672,AMD,Radeon R7 370,MSI,4.00000,GDDR5
673,AMD,Radeon R7 370,PowerColor,2.00000,GDDR5
674,AMD,Radeon R7 370,PowerColor,4.00000,GDDR5
675,AMD,Radeon R7 370,Sapphire,2.00000,GDDR5
676,AMD,Radeon R7 370,Sapphire,4.00000,GDDR5
677,AMD,Radeon R7 370,VisionTek,2.00000,GDDR5
678,AMD,Radeon R7 370,VTX3D,2.00000,GDDR5
679,AMD,Radeon R7 370,XFX,2.00000,GDDR5
680,AMD,Radeon R7 370,XFX,4.00000,GDDR5
681,AMD,Radeon R9 270,Asus,2.00000,GDDR5
682,AMD,Radeon R9 270,Club 3D,2.00000,GDDR5
683,AMD,Radeon R9 270,Gigabyte,2.00000,GDDR5
684,AMD,Radeon R9 270,HIS,2.00000,GDDR5
685,AMD,Radeon R9 270,MSI,2.00000,GDDR5
686,AMD,Radeon R9 270,PowerColor,2.00000,GDDR5
687,AMD,Radeon R9 270,Sapphire,2.00000,GDDR5
688,AMD,Radeon R9 270,XFX,2.00000,GDDR5
689,AMD,Radeon R9 270X,Asus,2.00000,GDDR5
690,AMD,Radeon R9 270X,Asus,4.00000,GDDR5
691,AMD,Radeon R9 270X,Club 3D,2.00000,GDDR5
692,AMD,Radeon R9 270X,Diamond,2.00000,GDDR5
693,AMD,Radeon R9 270X,Gigabyte,2.00000,GDDR5
694,AMD,Radeon R9 270X,Gigabyte,4.00000,GDDR5
695,AMD,Radeon R9 270X,HIS,2.00000,GDDR5
696,AMD,Radeon R9 270X,HIS,4.00000,GDDR5
697,AMD,Radeon R9 270X,MSI,2.00000,GDDR5
698,AMD,Radeon R9 270X,MSI,4.00000,GDDR5
699,AMD,Radeon R9 270X,PowerColor,2.00000,GDDR5
700,AMD,Radeon R9 270X,Sapphire,2.00000,GDDR5
701,AMD,Radeon R9 270X,Sapphire,4.00000,GDDR5
702,AMD,Radeon R9 270X,VisionTek,2.00000,GDDR5
703,AMD,Radeon R9 270X,XFX,2.00000,GDDR5
704,AMD,Radeon R9 270X,XFX,4.00000,GDDR5
705,AMD,Radeon R9 280,Asus,3.00000,GDDR5
706,AMD,Radeon R9 280,Club 3D,3.00000,GDDR5
707,AMD,Radeon R9 280,Gigabyte,3.00000,GDDR5
708,AMD,Radeon R9 280,HIS,3.00000,GDDR5
709,AMD,Radeon R9 280,MSI,3.00000,GDDR5
710,AMD,Radeon R9 280,PowerColor,3.00000,GDDR5
711,AMD,Radeon R9 280,Sapphire,3.00000,GDDR5
712,AMD,Radeon R9 280,VisionTek,3.00000,GDDR5
713,AMD,Radeon R9 280,XFX,3.00000,GDDR5
714,AMD,Radeon R9 280X,Asus,3.00000,GDDR5
715,AMD,Radeon R9 280X,Club 3D,3.00000,GDDR5
716,AMD,Radeon R9 280X,Diamond,3.00000,GDDR5
717,AMD,Radeon R9 280X,Gigabyte,3.00000,GDDR5
718,AMD,Radeon R9 280X,HIS,3.00000,GDDR5
719,AMD,Radeon R9 280X,MSI,3.00000,GDDR5
720,AMD,Radeon R9 280X,MSI,6.00000,GDDR5
721,AMD,Radeon R9 280X,PowerColor,3.00000,GDDR5
722,AMD,Radeon R9 280X,Sapphire,3.00000,GDDR5
723,AMD,Radeon R9 280X,VisionTek,3.00000,GDDR5
724,AMD,Radeon R9 280X,XFX,3.00000,GDDR5
725,AMD,Radeon R9 285,Asus,2.00000,GDDR5
726,AMD,Radeon R9 285,Gigabyte,2.00000,GDDR5
727,AMD,Radeon R9 285,HIS,2.00000,GDDR5
728,AMD,Radeon R9 285,MSI,2.00000,GDDR5
729,AMD,Radeon R9 285,PowerColor,2.00000,GDDR5
730,AMD,Radeon R9 285,Sapphire,2.00000,GDDR5
731,AMD,Radeon R9 285,VisionTek,2.00000,GDDR5
732,AMD,Radeon R9 285,XFX,2.00000,GDDR5
733,AMD,Radeon R9 290,Asus,4.00000,GDDR5
734,AMD,Radeon R9 290,Club 3D,4.00000,GDDR5
735,AMD,Radeon R9 290,Diamond,4.00000,GDDR5
736,AMD,Radeon R9 290,Gigabyte,4.00000,GDDR5
737,AMD,Radeon R9 290,HIS,4.00000,GDDR5
738,AMD,Radeon R9 290,MSI,4.00000,GDDR5
739,AMD,Radeon R9 290,PowerColor,4.00000,GDDR5
740,AMD,Radeon R9 290,Sapphire,4.00000,GDDR5
741,AMD,Radeon R9 290,VisionTek,4.00000,GDDR5
742,AMD,Radeon R9 290,VTX3D,4.00000,GDDR5
743,AMD,Radeon R9 290,XFX,4.00000,GDDR5
744,AMD,Radeon R9 290X,AMD,4.00000,GDDR5
745,AMD,Radeon R9 290X,Asus,4.00000,GDDR5
746,AMD,Radeon R9 290X,Club 3D,4.00000,GDDR5
747,AMD,Radeon R9 290X,Diamond,4.00000,GDDR5
748,AMD,Radeon R9 290X,Gigabyte,4.00000,GDDR5
749,AMD,Radeon R9 290X,HIS,4.00000,GDDR5
750,AMD,Radeon R9 290X,MSI,4.00000,GDDR5
751,AMD,Radeon R9 290X,MSI,8.00000,GDDR5
752,AMD,Radeon R9 290X,PowerColor,4.00000,GDDR5
753,AMD,Radeon R9 290X,PowerColor,8.00000,GDDR5
754,AMD,Radeon R9 290X,Sapphire,4.00000,GDDR5
755,AMD,Radeon R9 290X,Sapphire,8.00000,GDDR5
756,AMD,Radeon R9 290X,VisionTek,4.00000,GDDR5
757,AMD,Radeon R9 290X,XFX,4.00000,GDDR5
758,AMD,Radeon R9 290X,XFX,8.00000,GDDR5
759,AMD,Radeon R9 295,Asus,8.00000,GDDR5
760,AMD,Radeon R9 295,Diamond,8.00000,GDDR5
761,AMD,Radeon R9 295,Gigabyte,8.00000,GDDR5
762,AMD,Radeon R9 295,HIS,8.00000,GDDR5
763,AMD,Radeon R9 295,MSI,8.00000,GDDR5
764,AMD,Radeon R9 295,PowerColor,8.00000,GDDR5
765,AMD,Radeon R9 295,Sapphire,8.00000,GDDR5
766,AMD,Radeon R9 295,VisionTek,8.00000,GDDR5
767,AMD,Radeon R9 295,XFX,8.00000,GDDR5
768,AMD,Radeon R9 380,Asus,2.00000,GDDR5
769,AMD,Radeon R9 380,Asus,4.00000,GDDR5
770,AMD,Radeon R9 380,Club 3D,4.00000,GDDR5
771,AMD,Radeon R9 380,Gigabyte,2.00000,GDDR5
772,AMD,Radeon R9 380,Gigabyte,4.00000,GDDR5
773,AMD,Radeon R9 380,HIS,2.00000,GDDR5
774,AMD,Radeon R9 380,HIS,4.00000,GDDR5
775,AMD,Radeon R9 380,MSI,2.00000,GDDR5
776,AMD,Radeon R9 380,MSI,4.00000,GDDR5
777,AMD,Radeon R9 380,PowerColor,2.00000,GDDR5
778,AMD,Radeon R9 380,PowerColor,4.00000,GDDR5
779,AMD,Radeon R9 380,Sapphire,2.00000,GDDR5
780,AMD,Radeon R9 380,Sapphire,4.00000,GDDR5
781,AMD,Radeon R9 380,VisionTek,2.00000,GDDR5
782,AMD,Radeon R9 380,VTX3D,2.00000,GDDR5
783,AMD,Radeon R9 380,VTX3D,4.00000,GDDR5
784,AMD,Radeon R9 380,XFX,2.00000,GDDR5
785,AMD,Radeon R9 380,XFX,4.00000,GDDR5
786,AMD,Radeon R9 380X,Asus,4.00000,GDDR5
787,AMD,Radeon R9 380X,Gigabyte,4.00000,GDDR5
788,AMD,Radeon R9 380X,PowerColor,4.00000,GDDR5
789,AMD,Radeon R9 380X,Sapphire,4.00000,GDDR5
790,AMD,Radeon R9 380X,VisionTek,4.00000,GDDR5
791,AMD,Radeon R9 380X,XFX,4.00000,GDDR5
792,AMD,Radeon R9 390,Asus,8.00000,GDDR5
793,AMD,Radeon R9 390,Club 3D,8.00000,GDDR5
794,AMD,Radeon R9 390,Gigabyte,8.00000,GDDR5
795,AMD,Radeon R9 390,HIS,8.00000,GDDR5
796,AMD,Radeon R9 390,MSI,8.00000,GDDR5
797,AMD,Radeon R9 390,PowerColor,8.00000,GDDR5
798,AMD,Radeon R9 390,PowerColor,16.00000,GDDR5
799,AMD,Radeon R9 390,Sapphire,8.00000,GDDR5
800,AMD,Radeon R9 390,VisionTek,8.00000,GDDR5
801,AMD,Radeon R9 390,VTX3D,8.00000,GDDR5
802,AMD,Radeon R9 390,XFX,8.00000,GDDR5
803,AMD,Radeon R9 390X,Asus,8.00000,GDDR5
804,AMD,Radeon R9 390X,Club 3D,8.00000,GDDR5
805,AMD,Radeon R9 390X,Gigabyte,8.00000,GDDR5
806,AMD,Radeon R9 390X,MSI,8.00000,GDDR5
807,AMD,Radeon R9 390X,PowerColor,8.00000,GDDR5
808,AMD,Radeon R9 390X,Sapphire,8.00000,GDDR5
809,AMD,Radeon R9 390X,VisionTek,8.00000,GDDR5
810,AMD,Radeon R9 390X,XFX,8.00000,GDDR5
811,AMD,Radeon R9 Fury,Asus,4.00000,HBM
812,AMD,Radeon R9 Fury,Gigabyte,4.00000,HBM
813,AMD,Radeon R9 Fury,PowerColor,4.00000,HBM
814,AMD,Radeon R9 Fury,Sapphire,4.00000,HBM
815,AMD,Radeon R9 Fury,XFX,4.00000,HBM
816,AMD,Radeon R9 Fury X,Asus,4.00000,HBM
817,AMD,Radeon R9 Fury X,Club 3D,4.00000,HBM
818,AMD,Radeon R9 Fury X,Gigabyte,4.00000,HBM
819,AMD,Radeon R9 Fury X,MSI,4.00000,HBM
820,AMD,Radeon R9 Fury X,PowerColor,4.00000,HBM
821,AMD,Radeon R9 Fury X,Sapphire,4.00000,HBM
822,AMD,Radeon R9 Fury X,VTX3D,4.00000,HBM
823,AMD,Radeon R9 Fury X,XFX,4.00000,HBM
824,AMD,Radeon R9 Nano,Asus,4.00000,HBM
825,AMD,Radeon R9 Nano,Gigabyte,4.00000,HBM
826,AMD,Radeon R9 Nano,MSI,4.00000,HBM
827,AMD,Radeon R9 Nano,PowerColor,4.00000,HBM
828,AMD,Radeon R9 Nano,Sapphire,4.00000,HBM
829,AMD,Radeon R9 Nano,VisionTek,4.00000,HBM
830,AMD,Radeon R9 Nano,VTX3D,4.00000,HBM
831,AMD,Radeon R9 Nano,XFX,4.00000,HBM
832,AMD,Radeon RX 460,Asus,2.00000,GDDR5
833,AMD,Radeon RX 460,Asus,4.00000,GDDR5
834,AMD,Radeon RX 460,Gigabyte,2.00000,GDDR5
835,AMD,Radeon RX 460,Gigabyte,4.00000,GDDR5
836,AMD,Radeon RX 460,HIS,2.00000,GDDR5
837,AMD,Radeon RX 460,MSI,2.00000,GDDR5
838,AMD,Radeon RX 460,MSI,4.00000,GDDR5
839,AMD,Radeon RX 460,PowerColor,2.00000,GDDR5
840,AMD,Radeon RX 460,PowerColor,4.00000,GDDR5
841,AMD,Radeon RX 460,Sapphire,2.00000,GDDR5
842,AMD,Radeon RX 460,Sapphire,4.00000,GDDR5
843,AMD,Radeon RX 460,XFX,2.00000,GDDR5
844,AMD,Radeon RX 460,XFX,4.00000,GDDR5
845,AMD,Radeon RX 470,Asus,4.00000,GDDR5
846,AMD,Radeon RX 470,Asus,8.00000,GDDR5
847,AMD,Radeon RX 470,Gigabyte,4.00000,GDDR5
848,AMD,Radeon RX 470,HIS,4.00000,GDDR5
849,AMD,Radeon RX 470,MSI,4.00000,GDDR5
850,AMD,Radeon RX 470,MSI,8.00000,GDDR5
851,AMD,Radeon RX 470,PowerColor,4.00000,GDDR5
852,AMD,Radeon RX 470,Sapphire,4.00000,GDDR5
853,AMD,Radeon RX 470,Sapphire,8.00000,GDDR5
854,AMD,Radeon RX 470,VisionTek,4.00000,GDDR5
855,AMD,Radeon RX 470,XFX,4.00000,GDDR5
856,AMD,Radeon RX 480,AMD,4.00000,GDDR5
857,AMD,Radeon RX 480,AMD,8.00000,GDDR5
858,AMD,Radeon RX 480,AMD,32.00000,GDDR5
859,AMD,Radeon RX 480,Aorus,4.00000,GDDR5
860,AMD,Radeon RX 480,Aorus,8.00000,GDDR5
861,AMD,Radeon RX 480,Asus,2.00000,GDDR5
862,AMD,Radeon RX 480,Asus,4.00000,GDDR5
863,AMD,Radeon RX 480,Asus,8.00000,GDDR5
864,AMD,Radeon RX 480,Diamond,8.00000,GDDR5
865,AMD,Radeon RX 480,Gigabyte,2.00000,GDDR5
866,AMD,Radeon RX 480,Gigabyte,4.00000,GDDR5
867,AMD,Radeon RX 480,Gigabyte,8.00000,GDDR5
868,AMD,Radeon RX 480,HIS,8.00000,GDDR5
869,AMD,Radeon RX 480,MSI,2.00000,GDDR5
870,AMD,Radeon RX 480,MSI,4.00000,GDDR5
871,AMD,Radeon RX 480,MSI,8.00000,GDDR5
872,AMD,Radeon RX 480,PowerColor,2.00000,GDDR5
873,AMD,Radeon RX 480,PowerColor,4.00000,GDDR5
874,AMD,Radeon RX 480,PowerColor,8.00000,GDDR5
875,AMD,Radeon RX 480,Sapphire,2.00000,GDDR5
876,AMD,Radeon RX 480,Sapphire,4.00000,GDDR5
877,AMD,Radeon RX 480,Sapphire,8.00000,GDDR5
878,AMD,Radeon RX 480,VisionTek,8.00000,GDDR5
879,AMD,Radeon RX 480,XFX,2.00000,GDDR5
880,AMD,Radeon RX 480,XFX,4.00000,GDDR5
881,AMD,Radeon RX 480,XFX,8.00000,GDDR5
882,AMD,Radeon RX 550,Asus,2.00000,GDDR5
883,AMD,Radeon RX 550,Asus,4.00000,GDDR5
884,AMD,Radeon RX 550,Gigabyte,2.00000,GDDR5
885,AMD,Radeon RX 550,HIS,2.00000,GDDR5
